# 
     2.7   -617.856306
     2.8    -617.87299
     2.9   -617.885065
     3.0   -617.893635
     3.1   -617.899582
     3.2   -617.903609
     3.3   -617.906231
     3.4   -617.907815
     3.7   -617.909003
     4.0   -617.907965
     4.5   -617.905706
     5.5   -617.903536
     6.0   -617.903177
     8.0   -617.902795
    10.0   -617.902769
