#acd cc-pvdz s1
     2.8      -769.21976366
     3.0      -769.22683572
     3.1      -769.22793856
     3.2      -769.22804506
     3.3       -769.2274847
     3.4       -769.2265051
     3.6      -769.22396882
     4.0      -769.21901604
     4.5      -769.21484865
     5.0      -769.21261399
     5.5      -769.21152239
     6.0      -769.21099023
     8.0      -769.21041519
    10.0      -769.21035442
