       3.3     -925.0889
       5.0     -925.0840
       6.5     -925.0815
       8.0     -925.0811
       4.5     -925.0867
       3.8     -925.0924
       2.8     -925.0359
       2.9     -925.0553
       3.0     -925.0690
       3.1     -925.0785
       3.2     -925.0848
       3.4     -925.0914
       4.0     -925.0908
       6.0     -925.0819
      10.0     -925.0810

